#Jahr	Monat	Tag	Stunde	T_Mid	p_Mid	cor_p_Mid	Ns	I_Mid	L_Mid	v_Mid	R_Mid	N	NNO	NO	ONO	O	OSO	SO	SSO	S	SSW	SW	WSW	W	WNW	NW	NNW	
2023     01      20     21  -0.4    990.6    1018.1    0.0    0.0    86.0    4.7    89.1    1   8   202 413 55  23  6   2   1   2   0   0   2   4   2   0   
2023     01      20     22  -0.5    991.7    1019.3    0.0    0.0    85.9    4.8    81.5    1   10  277 390 34  8   1   0   0   0   0   0   0   0   0   0   
2023     01      20     23  -0.6    992.8    1020.4    0.0    0.0    85.0    4.4    90.3    1   12  181 364 140 20  2   0   0   0   0   0   0   0   1   0   
2023     01      21     00  -1.0    993.7    1021.3    0.0    0.0    85.0    3.0    83.6    1   36  248 326 100 7   1   0   0   0   0   0   0   0   1   0   
2023     01      21     01  -2.0    994.6    1022.3    0.0    0.0    85.8    2.7    77.7    0   55  344 271 45  4   1   0   0   0   0   0   0   0   1   0   
2023     01      21     02  -2.5    995.6    1023.3    0.0    0.0    86.0    2.9    78.3    1   56  320 291 46  6   1   0   0   0   0   0   0   0   0   0   
2023     01      21     03  -2.7    996.2    1023.9    0.0    0.0    86.4    3.0    81.8    0   20  278 372 44  6   0   0   0   0   0   0   0   0   0   0   
2023     01      21     04  -3.1    996.9    1024.6    0.0    0.0    87.1    2.9    81.9    0   18  291 350 52  10  0   0   0   0   0   0   0   0   0   0   
2023     01      21     05  -3.4    997.5    1025.2    0.0    0.0    87.2    2.5    87.5    4   53  236 287 92  33  5   0   1   2   1   0   1   4   2   0   
2023     01      21     06  -3.7    998.0    1025.7    0.0    0.0    87.1    2.5    89.1    1   26  211 373 70  18  8   1   0   3   0   1   3   1   5   0   
2023     01      21     07  -3.9    998.7    1026.5    0.0    0.0    86.9    2.2    89.2    4   26  220 330 93  35  5   1   1   0   0   0   2   1   2   0   
2023     01      21     08  -3.8    999.5    1027.3    0.0    0.0    87.0    1.6    108.7    0   34  64  162 255 177 24  0   1   0   0   0   2   0   2   0   
2023     01      21     09  -3.8    1000.3    1028.1    0.0    0.0    86.8    1.2    91.2    20  124 236 173 47  58  28  11  5   1   7   0   0   3   8   0   
2023     01      21     10  -3.2    1000.9    1028.7    0.0    0.0    86.7    1.9    77.6    4   59  329 304 12  4   5   0   0   0   0   2   0   1   1   0   
2023     01      21     11  -2.9    1001.6    1029.5    0.0    0.0    87.1    2.7    79.6    5   49  294 313 51  7   0   0   0   0   0   0   1   0   1   0   
2023     01      21     12  -2.5    1001.7    1029.6    0.0    0.0    87.3    3.4    86.8    0   41  182 370 111 12  1   1   0   0   0   0   0   2   0   0   
2023     01      21     13  -1.7    1001.8    1029.7    0.0    0.0    83.6    3.2    92.0    0   17  106 425 154 14  4   0   0   0   0   0   0   0   1   0   
2023     01      21     14  -1.1    1001.7    1029.5    0.0    0.0    82.1    2.6    85.2    1   91  143 342 131 12  0   0   0   0   0   0   1   0   0   0   
2023     01      21     15  -0.8    1001.8    1029.7    0.0    0.0    81.2    2.7    73.3    3   153 319 192 43  9   1   0   1   0   0   0   0   0   0   0   
2023     01      21     16  -0.8    1002.0    1029.9    0.0    0.0    83.0    2.2    70.8    10  202 270 169 52  10  2   0   0   1   1   0   0   2   2   0   
2023     01      21     17  -0.6    1002.3    1030.2    0.0    0.0    82.7    2.5    79.4    3   81  294 267 61  10  1   0   1   0   0   0   0   0   2   0   
2023     01      21     18  -0.6    1002.5    1030.4    0.0    0.0    80.3    2.8    80.7    2   47  260 344 57  9   2   0   0   0   0   0   0   0   0   0   
2023     01      21     19  -0.9    1002.7    1030.6    0.0    0.0    79.0    2.4    79.0    0   56  306 294 56  8   0   1   0   0   0   0   0   0   0   0   
2023     01      21     20  -1.2    1002.9    1030.8    0.0    0.0    77.7    2.5    74.5    1   91  351 240 34  3   0   0   0   0   1   0   0   0   0   0   
2023     01      21     21  -1.2    1003.0    1030.9    0.0    0.0    78.3    1.6    75.4    24  220 250 157 41  10  2   0   0   0   0   0   0   3   13  0   
2023     01      21     22  -1.0    1002.8    1030.7    0.0    0.0    79.8    1.6    85.3    91  341 144 71  12  7   0   0   0   2   0   0   1   11  41  0   
2023     01      21     23  -1.1    1002.7    1030.6    0.0    0.0    83.0    1.1    145.9    135 204 68  58  34  14  7   1   9   14  11  15  16  32  103 0   
2023     01      22     00  -0.9    1002.4    1030.3    0.0    0.0    85.5    1.5    126.0    119 237 98  84  33  16  6   1   4   4   6   5   10  25  72  0   
2023     01      22     01  -1.2    1002.0    1029.9    0.0    0.0    87.2    1.9    122.7    162 273 79  58  21  4   1   1   3   3   2   2   5   25  82  0   
2023     01      22     02  -1.3    1001.6    1029.5    0.0    0.0    87.3    1.9    100.5    109 327 101 65  18  6   3   1   5   1   6   1   9   8   61  0   
2023     01      22     03  -1.4    1001.4    1029.2    0.0    0.0    87.0    1.6    101.6    122 291 111 66  24  8   2   5   0   2   0   3   4   15  68  0   
2023     01      22     04  -1.4    1001.1    1028.9    0.0    0.0    86.8    1.6    93.7    102 315 138 71  19  6   3   0   3   2   1   3   4   17  37  0   
2023     01      22     05  -1.2    1000.9    1028.7    0.0    0.0    86.6    1.3    90.5    56  249 154 114 71  16  7   1   0   1   0   0   3   14  34  0   
2023     01      22     06  -1.2    1001.1    1028.9    0.0    0.0    86.0    1.3    97.4    40  193 195 135 64  25  12  2   6   5   1   3   4   12  24  0   
2023     01      22     07  -1.2    1001.2    1029.0    0.0    0.0    86.2    2.1    70.8    13  204 278 169 45  7   2   0   0   0   0   0   0   2   1   0   
2023     01      22     08  -1.3    1001.5    1029.3    0.0    0.0    87.5    1.1    113.6    67  199 159 122 34  15  6   8   1   6   2   1   10  25  66  0   
2023     01      22     09  -1.2    1001.9    1029.8    0.0    0.0    87.5    1.6    73.5    21  226 221 174 40  19  2   4   0   2   0   2   1   2   6   0   
2023     01      22     10  -1.1    1002.1    1030.0    0.0    0.0    87.3    2.2    70.7    19  242 221 190 30  12  2   0   0   0   0   1   0   2   2   0   
2023     01      22     11  -1.0    1002.2    1030.1    0.0    0.0    87.2    1.7    78.8    25  240 221 152 37  11  4   1   3   0   0   1   6   5   15  0   
2023     01      22     12  -0.8    1002.0    1029.9    0.0    0.0    86.6    1.6    81.2    52  293 228 100 12  2   0   0   0   0   1   0   2   2   29  0   
2023     01      22     13  -0.6    1001.8    1029.7    0.0    0.0    86.4    1.4    105.7    127 275 109 74  35  2   1   0   2   0   1   4   3   21  67  0   
2023     01      22     14  -0.6    1002.0    1029.9    0.0    0.0    86.7    1.2    117.5    112 257 107 82  26  9   6   0   2   2   5   4   9   27  72  0   
2023     01      22     15  -0.6    1002.3    1030.2    0.0    0.0    87.2    1.3    108.8    120 235 132 110 27  13  3   0   1   4   2   1   4   10  59  0   
2023     01      22     16  -0.5    1002.6    1030.5    0.0    0.0    87.9    1.2    107.0    51  183 175 148 50  26  4   1   2   8   0   4   9   12  48  0   
2023     01      22     17  -0.4    1002.8    1030.7    0.0    0.0    88.3    1.3    85.6    20  204 178 203 58  13  10  1   0   0   0   2   5   9   18  0   
2023     01      22     18  -0.3    1002.9    1030.8    0.0    0.0    88.7    1.1    113.9    36  200 149 141 44  22  7   10  4   4   3   9   7   22  62  0   
2023     01      22     19  -0.3    1003.2    1031.1    0.0    0.0    88.9    1.1    117.5    110 274 115 60  34  4   1   0   1   0   0   1   6   24  91  0   
2023     01      22     20  -0.3    1003.5    1031.4    0.0    0.0    89.1    1.6    76.6    13  185 213 236 51  10  3   0   0   0   0   1   1   2   6   0   
2023     01      22     21  -0.2    1003.8    1031.7    0.0    0.0    89.2    1.9    95.1    11  110 131 184 212 52  6   0   2   0   0   4   2   2   5   0   
2023     01      22     22  -0.0    1003.9    1031.8    0.0    0.0    89.3    2.3    106.0    4   34  35  130 413 100 3   0   1   0   0   0   1   0   0   0   
2023     01      22     23  0.0    1004.1    1032.0    0.0    0.0    89.4    1.9    67.6    17  249 247 184 17  2   0   0   0   0   0   0   0   0   4   0   
2023     01      23     00  0.1    1004.1    1032.0    0.0    0.0    89.4    1.3    96.3    41  139 312 138 21  5   1   0   0   0   0   0   5   22  37  0   
2023     01      23     01  0.1    1004.2    1032.1    0.0    0.0    89.4    1.9    78.0    12  86  337 255 14  5   2   0   1   1   0   0   0   2   6   0   
2023     01      23     02  0.1    1004.5    1032.4    0.0    0.0    89.5    1.8    75.2    30  123 314 234 6   2   0   0   0   0   0   0   1   3   7   0   
2023     01      23     03  0.2    1004.4    1032.3    0.0    0.0    89.5    1.8    77.1    3   49  319 337 10  1   0   0   0   0   0   0   0   2   0   0   
2023     01      23     04  0.3    1004.4    1032.3    0.0    0.0    89.5    2.1    80.3    3   45  276 369 17  4   0   1   1   1   0   0   1   0   3   0   
2023     01      23     05  0.3    1004.6    1032.5    0.0    0.0    89.6    2.4    75.5    1   52  355 306 4   1   0   0   0   0   0   0   0   0   2   0   
2023     01      23     06  0.3    1004.7    1032.6    0.0    0.0    89.6    1.9    68.2    1   140 431 146 0   0   0   0   0   0   0   0   1   0   1   0   
2023     01      23     07  0.2    1005.1    1033.0    0.0    0.0    89.6    2.1    70.1    1   105 429 183 1   0   0   0   0   0   1   0   1   0   0   0   
2023     01      23     08  0.2    1005.8    1033.8    0.0    0.0    89.6    2.7    76.9    2   54  340 302 18  2   0   2   0   0   0   0   1   0   0   0   
2023     01      23     09  0.3    1006.0    1034.0    0.0    0.0    89.3    2.2    84.5    10  69  387 185 31  5   2   0   2   3   4   4   5   4   10  0   
2023     01      23     10  0.4    1006.3    1034.3    0.0    0.0    88.3    2.7    98.1    2   15  78  378 206 24  7   0   5   0   0   1   2   0   3   0   
2023     01      23     11  0.6    1006.5    1034.5    0.0    0.0    87.0    2.5    86.2    0   39  218 339 102 16  1   0   0   1   0   0   1   0   3   0   
2023     01      23     12  0.9    1006.4    1034.4    0.0    0.0    85.4    2.8    88.5    0   15  191 363 126 24  2   0   0   0   0   0   0   0   0   0   
2023     01      23     13  1.2    1006.1    1034.1    0.0    0.0    84.4    2.3    76.8    2   98  326 219 57  15  1   0   0   1   0   0   0   2   0   0   
2023     01      23     14  1.3    1006.2    1034.2    0.0    0.0    83.9    2.6    83.1    2   72  219 307 97  21  3   0   0   0   0   0   0   0   0   0   
2023     01      23     15  1.4    1006.4    1034.4    0.0    0.0    83.0    2.7    84.1    1   44  234 337 87  16  2   0   0   0   0   0   0   0   0   0   
2023     01      23     16  1.4    1006.5    1034.5    0.0    0.0    80.6    2.7    83.3    0   31  277 309 81  21  0   1   0   0   0   0   0   0   0   0   
2023     01      23     17  1.4    1006.1    1034.1    0.0    0.0    79.1    3.4    89.8    1   16  173 384 109 31  6   0   0   0   0   0   0   0   1   0   
2023     01      23     18  1.3    1006.4    1034.4    0.0    0.0    79.7    3.7    87.4    0   19  187 385 112 16  2   0   0   0   0   0   0   0   0   0   
2023     01      23     19  1.3    1006.3    1034.3    0.0    0.0    79.3    3.5    87.5    2   20  191 381 109 16  2   0   0   0   0   0   0   0   0   0   
2023     01      23     20  1.2    1006.7    1034.7    0.0    0.0    79.5    2.4    83.6    0   68  221 312 83  31  2   1   0   0   0   0   1   0   1   0   
2023     01      23     21  1.0    1007.2    1035.2    0.0    0.0    79.8    2.9    84.4    1   22  248 359 76  10  3   0   0   0   0   0   0   1   1   0   
2023     01      23     22  0.9    1007.1    1035.1    0.0    0.0    81.0    2.9    86.8    0   21  241 325 98  35  1   0   0   0   0   0   0   0   0   0   
2023     01      23     23  0.9    1007.0    1035.0    0.0    0.0    80.6    3.2    88.0    2   16  198 392 100 10  2   0   0   0   0   0   0   0   1   0   
2023     01      24     00  1.0    1007.0    1035.0    0.0    0.0    79.1    3.4    87.5    0   18  212 358 101 29  2   0   0   0   0   0   0   0   0   0   
2023     01      24     01  1.0    1007.0    1035.0    0.0    0.0    78.8    3.3    85.0    2   15  250 373 70  9   0   1   0   0   0   0   0   0   1   0   
2023     01      24     02  1.0    1007.0    1035.0    0.0    0.0    78.2    3.3    88.1    2   11  210 398 79  14  3   0   0   0   0   1   1   1   1   0   
2023     01      24     03  1.0    1007.0    1035.0    0.0    0.0    78.6    3.3    88.3    1   12  188 387 118 13  1   0   1   0   0   0   0   0   0   0   
2023     01      24     04  1.0    1006.8    1034.8    0.0    0.0    78.9    4.1    92.9    0   2   130 400 158 25  4   0   0   0   0   0   0   1   0   0   
2023     01      24     05  0.9    1006.7    1034.7    0.0    0.0    79.1    3.7    95.3    0   3   110 388 175 39  3   0   0   0   0   0   0   0   3   0   
2023     01      24     06  0.8    1006.7    1034.7    0.0    0.0    78.8    4.2    92.5    1   10  131 397 156 24  1   0   0   0   0   0   0   0   1   0   
2023     01      24     07  0.7    1007.1    1035.1    0.0    0.0    79.2    4.0    89.1    1   13  168 407 117 11  1   0   0   0   1   0   1   1   0   0   
2023     01      24     08  0.6    1007.6    1035.6    0.0    0.0    79.3    4.0    84.0    1   11  264 354 79  9   2   0   0   0   0   0   0   0   0   0   
2023     01      24     09  0.6    1008.2    1036.2    0.0    0.0    78.8    3.5    97.0    0   6   94  371 198 43  6   0   0   0   0   1   0   0   2   0   
2023     01      24     10  0.6    1008.5    1036.5    0.0    0.0    78.1    3.8    93.9    2   3   134 374 170 35  3   0   0   0   0   0   0   0   0   0   
2023     01      24     11  0.7    1008.6    1036.6    0.0    0.0    77.5    4.1    90.8    1   16  146 401 132 20  3   0   0   0   0   0   0   1   1   0   
2023     01      24     12  0.8    1008.4    1036.4    0.0    0.0    77.6    3.4    98.9    0   3   88  344 211 71  3   0   0   0   0   0   0   1   0   0   
2023     01      24     13  0.8    1008.0    1036.0    0.0    0.0    77.7    3.5    97.7    1   1   96  340 236 42  4   0   0   0   0   0   0   0   0   0   
2023     01      24     14  0.8    1007.7    1035.7    0.0    0.0    77.8    3.8    91.6    0   9   147 389 139 33  4   0   0   0   0   0   0   0   0   0   
2023     01      24     15  0.9    1007.7    1035.7    0.0    0.0    77.6    3.2    95.7    0   15  102 334 224 45  0   0   0   0   0   0   0   0   1   0   
2023     01      24     16  0.8    1007.8    1035.8    0.0    0.0    77.7    3.4    94.5    0   7   123 365 182 41  3   0   0   0   0   0   0   0   0   0   
2023     01      24     17  0.8    1007.9    1035.9    0.0    0.0    77.7    3.3    98.0    0   5   84  355 221 50  5   0   0   0   0   0   0   1   0   0   
2023     01      24     18  0.9    1007.9    1035.9    0.0    0.0    77.8    3.3    95.9    2   6   119 354 190 39  6   2   0   0   0   0   2   0   0   0   
2023     01      24     19  0.8    1007.9    1035.9    0.0    0.0    77.3    3.1    101.7    0   2   58  290 302 65  3   0   0   0   0   0   0   0   1   0   
2023     01      24     20  0.5    1007.8    1035.8    0.0    0.0    77.6    3.3    100.6    1   1   65  310 286 57  1   0   0   0   0   0   0   0   0   0   
2023     01      24     21  0.3    1008.0    1036.0    0.0    0.0    78.1    2.3    99.4    1   10  68  334 249 49  4   0   0   4   0   0   0   0   2   0   
2023     01      24     22  0.0    1008.0    1036.0    0.0    0.0    79.4    2.4    100.6    1   7   83  280 293 48  6   0   0   0   0   1   0   0   1   0   
2023     01      24     23  -0.0    1007.8    1035.8    0.0    0.0    80.9    1.8    96.0    2   23  122 280 239 48  3   2   1   0   0   0   1   0   0   0   
2023     01      25     00  -0.2    1007.4    1035.4    0.0    0.0    82.6    1.7    94.5    10  30  156 336 149 24  7   4   2   1   0   1   1   0   0   0   
2023     01      25     01  -0.2    1006.9    1034.9    0.0    0.0    83.7    1.4    102.5    0   20  66  267 271 71  20  2   0   0   0   0   1   0   2   0   
